plotid,sampleid,sample_internal_id,lon,lat,email,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,confidence,confidence_comment,pl_source,Classification,Commentaire,gfc_gain,gfc_lossyear,gfc_treecover2000,tmf_ac_Dec2000,tmf_ac_Dec2021,tmf_ac_Dec2008,Classification_MAJ,Classification 2010,fcc_obs,year_start,year_end
1,4,761454629,165.322737,-21.36347699433816,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:40:00,1004.6 secs,Pléiade_2021_TC,NA,POINT(165.322737 -21.363476994338157),NA,NA,NA,Stable,NA,0,0,90,1,1,1,Forêt,NA,StableF,2008,2021
1,4,761454629,165.322737,-21.36347699433816,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:09:00,115.4 secs,Pléiade_2021_TC,NA,POINT(165.322737 -21.363476994338157),NA,NA,NA,Stable,NA,0,0,90,1,1,1,Forêt,NA,StableF,2008,2021
1,5,761454630,165.322737,-21.3632075,stagiaire@oeil.nc,FALSE,27/08/2024 05:30:00,324.6 secs,Pléiade_2021_TC,NA,POINT(165.322737 -21.3632075),NA,NA,NA,Stable,NA,0,12,90,1,1,1,Forêt,NA,StableF,2008,2021
1,5,761454630,165.322737,-21.3632075,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:40:00,1004.6 secs,Pléiade_2021_TC,NA,POINT(165.322737 -21.3632075),NA,NA,NA,Stable,NA,0,12,90,1,1,1,Forêt,NA,StableF,2008,2021
1,5,761454630,165.322737,-21.3632075,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:09:00,115.4 secs,Pléiade_2021_TC,NA,POINT(165.322737 -21.3632075),NA,NA,NA,Stable,NA,0,12,90,1,1,1,Forêt,NA,StableF,2008,2021
1,6,761454631,165.322737,-21.36293800516601,stagiaire@oeil.nc,FALSE,27/08/2024 05:30:00,324.6 secs,Pléiade_2021_TC,NA,POINT(165.322737 -21.362938005166015),NA,NA,NA,Stable,NA,0,0,90,1,1,1,Forêt,NA,StableF,2008,2021
1,6,761454631,165.322737,-21.36293800516601,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:40:00,1004.6 secs,Pléiade_2021_TC,NA,POINT(165.322737 -21.362938005166015),NA,NA,NA,Stable,NA,0,0,90,1,1,1,Forêt,NA,StableF,2008,2021
1,6,761454631,165.322737,-21.36293800516601,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:09:00,115.4 secs,Pléiade_2021_TC,NA,POINT(165.322737 -21.362938005166015),NA,NA,NA,Stable,NA,0,0,90,1,1,1,Forêt,NA,StableF,2008,2021
1,7,761454632,165.32302637775092,-21.36347699433816,stagiaire@oeil.nc,FALSE,27/08/2024 05:30:00,324.6 secs,Pléiade_2021_TC,NA,POINT(165.32302637775092 -21.363476994338157),NA,NA,NA,Stable,NA,0,0,90,1,1,1,Forêt,NA,StableF,2008,2021
1,7,761454632,165.32302637775092,-21.36347699433816,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:40:00,1004.6 secs,Pléiade_2021_TC,NA,POINT(165.32302637775092 -21.363476994338157),NA,NA,NA,Stable,NA,0,0,90,1,1,1,Forêt,NA,StableF,2008,2021
1,7,761454632,165.32302637775092,-21.36347699433816,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:09:00,115.4 secs,Pléiade_2021_TC,NA,POINT(165.32302637775092 -21.363476994338157),NA,NA,NA,Stable,NA,0,0,90,1,1,1,Forêt,NA,StableF,2008,2021
1,8,761454633,165.32302637775092,-21.3632075,stagiaire@oeil.nc,FALSE,27/08/2024 05:30:00,324.6 secs,Pléiade_2021_TC,NA,POINT(165.32302637775092 -21.3632075),NA,NA,NA,Stable,NA,0,0,90,1,1,1,Forêt,NA,StableF,2008,2021
1,8,761454633,165.32302637775092,-21.3632075,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:40:00,1004.6 secs,Pléiade_2021_TC,NA,POINT(165.32302637775092 -21.3632075),NA,NA,NA,Stable,NA,0,0,90,1,1,1,Forêt,NA,StableF,2008,2021
1,8,761454633,165.32302637775092,-21.3632075,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:09:00,115.4 secs,Pléiade_2021_TC,NA,POINT(165.32302637775092 -21.3632075),NA,NA,NA,Stable,NA,0,0,90,1,1,1,Forêt,NA,StableF,2008,2021
1,9,761454634,165.32302637775092,-21.36293800516601,stagiaire@oeil.nc,FALSE,27/08/2024 05:30:00,324.6 secs,Pléiade_2021_TC,NA,POINT(165.32302637775092 -21.362938005166015),NA,NA,NA,Stable,NA,0,0,90,1,1,1,Forêt,NA,StableF,2008,2021
1,9,761454634,165.32302637775092,-21.36293800516601,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:40:00,1004.6 secs,Pléiade_2021_TC,NA,POINT(165.32302637775092 -21.362938005166015),NA,NA,NA,Stable,NA,0,0,90,1,1,1,Forêt,NA,StableF,2008,2021
1,9,761454634,165.32302637775092,-21.36293800516601,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:09:00,115.4 secs,Pléiade_2021_TC,NA,POINT(165.32302637775092 -21.362938005166015),NA,NA,NA,Stable,NA,0,0,90,1,1,1,Forêt,NA,StableF,2008,2021
2,17,761454635,165.26084558614062,-21.381744794337937,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,23.5 secs,Pléiade_2021_TC,NA,POINT(165.26084558614062 -21.381744794337934),NA,NA,NA,Perte,NA,0,0,79,6,6,6,Forêt,NA,Loss,2008,2021
2,17,761454635,165.26084558614062,-21.381744794337937,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,15.8 secs,NA,NA,POINT(165.26084558614062 -21.381744794337934),NA,NA,NA,Perte,NA,0,0,79,6,6,6,Forêt,NA,Loss,2008,2021
2,17,761454635,165.26084558614062,-21.381744794337937,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,218.9 secs,Pléiade_2021_TC,NA,POINT(165.26084558614062 -21.381744794337934),NA,NA,NA,Stable,NA,0,0,79,6,6,6,Forêt,NA,StableF,2008,2021
2,18,761454636,165.26084558614062,-21.381475300000005,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,23.5 secs,Pléiade_2021_TC,NA,POINT(165.26084558614062 -21.381475300000005),NA,NA,NA,Perte,NA,0,0,76,1,3,2,Non Forêt,NA,Loss,2008,2021
2,18,761454636,165.26084558614062,-21.381475300000005,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,15.8 secs,NA,NA,POINT(165.26084558614062 -21.381475300000005),NA,NA,NA,Perte,NA,0,0,76,1,3,2,Non Forêt,NA,Loss,2008,2021
2,18,761454636,165.26084558614062,-21.381475300000005,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,218.9 secs,Pléiade_2021_TC,NA,POINT(165.26084558614062 -21.381475300000005),NA,NA,NA,Perte,NA,0,0,76,1,3,2,Non Forêt,NA,Loss,2008,2021
2,19,761454637,165.26084558614062,-21.381205805165777,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,23.5 secs,Pléiade_2021_TC,NA,POINT(165.26084558614062 -21.381205805165777),NA,NA,NA,Perte,NA,0,0,81,6,6,6,Non Forêt,NA,Loss,2008,2021
2,19,761454637,165.26084558614062,-21.381205805165777,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,15.8 secs,NA,NA,POINT(165.26084558614062 -21.381205805165777),NA,NA,NA,Perte,NA,0,0,81,6,6,6,Non Forêt,NA,Loss,2008,2021
2,19,761454637,165.26084558614062,-21.381205805165777,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,218.9 secs,Pléiade_2021_TC,NA,POINT(165.26084558614062 -21.381205805165777),NA,NA,NA,Perte,NA,0,0,81,6,6,6,Non Forêt,NA,Loss,2008,2021
2,20,761454638,165.261135,-21.381744794337937,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,23.5 secs,Pléiade_2021_TC,NA,POINT(165.261135 -21.381744794337934),NA,NA,NA,Perte,NA,0,0,79,6,6,6,Forêt,NA,Loss,2008,2021
2,20,761454638,165.261135,-21.381744794337937,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,15.8 secs,Pléiade_2021_TC,NA,POINT(165.261135 -21.381744794337934),NA,NA,NA,Stable,NA,0,0,79,6,6,6,Forêt,NA,StableF,2008,2021
2,20,761454638,165.261135,-21.381744794337937,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,218.9 secs,Pléiade_2021_TC,NA,POINT(165.261135 -21.381744794337934),NA,NA,NA,Stable,NA,0,0,79,6,6,6,Forêt,NA,StableF,2008,2021
2,21,761454639,165.261135,-21.381475300000005,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,23.5 secs,Pléiade_2021_TC,NA,POINT(165.261135 -21.381475300000005),NA,NA,NA,Perte,NA,0,19,79,6,6,6,Non Forêt,NA,Loss,2008,2021
2,21,761454639,165.261135,-21.381475300000005,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,15.8 secs,NA,NA,POINT(165.261135 -21.381475300000005),NA,NA,NA,Perte,NA,0,19,79,6,6,6,Non Forêt,NA,Loss,2008,2021
2,21,761454639,165.261135,-21.381475300000005,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,218.9 secs,Pléiade_2021_TC,NA,POINT(165.261135 -21.381475300000005),NA,NA,NA,Perte,NA,0,19,79,6,6,6,Non Forêt,NA,Loss,2008,2021
2,22,761454640,165.261135,-21.381205805165777,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,23.5 secs,Pléiade_2021_TC,NA,POINT(165.261135 -21.381205805165777),NA,NA,NA,Perte,NA,0,0,78,6,6,6,Non Forêt,NA,Loss,2008,2021
2,22,761454640,165.261135,-21.381205805165777,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,15.8 secs,NA,NA,POINT(165.261135 -21.381205805165777),NA,NA,NA,Perte,NA,0,0,78,6,6,6,Non Forêt,NA,Loss,2008,2021
2,22,761454640,165.261135,-21.381205805165777,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,218.9 secs,Pléiade_2021_TC,NA,POINT(165.261135 -21.381205805165777),NA,NA,NA,Perte,NA,0,0,78,6,6,6,Non Forêt,NA,Loss,2008,2021
2,23,761454641,165.26142441385937,-21.381744794337937,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,23.5 secs,Pléiade_2021_TC,NA,POINT(165.26142441385937 -21.381744794337934),NA,NA,NA,Perte,NA,0,0,97,1,1,1,Forêt,NA,Loss,2008,2021
2,23,761454641,165.26142441385937,-21.381744794337937,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,15.8 secs,Pléiade_2021_TC,NA,POINT(165.26142441385937 -21.381744794337934),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Forêt,NA,StableF,2008,2021
2,23,761454641,165.26142441385937,-21.381744794337937,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,218.9 secs,Pléiade_2021_TC,NA,POINT(165.26142441385937 -21.381744794337934),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Forêt,NA,StableF,2008,2021
2,24,761454642,165.26142441385937,-21.381475300000005,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,23.5 secs,Pléiade_2021_TC,NA,POINT(165.26142441385937 -21.381475300000005),NA,NA,NA,Perte,NA,0,0,81,6,6,6,Non Forêt,NA,Loss,2008,2021
2,24,761454642,165.26142441385937,-21.381475300000005,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,15.8 secs,NA,NA,POINT(165.26142441385937 -21.381475300000005),NA,NA,NA,Perte,NA,0,0,81,6,6,6,Non Forêt,NA,Loss,2008,2021
2,24,761454642,165.26142441385937,-21.381475300000005,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,218.9 secs,Pléiade_2021_TC,NA,POINT(165.26142441385937 -21.381475300000005),NA,NA,NA,Perte,NA,0,0,81,6,6,6,Non Forêt,NA,Loss,2008,2021
2,25,761454643,165.26142441385937,-21.381205805165777,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,23.5 secs,Pléiade_2021_TC,NA,POINT(165.26142441385937 -21.381205805165777),NA,NA,NA,Perte,NA,0,18,74,6,6,6,Non Forêt,NA,Loss,2008,2021
2,25,761454643,165.26142441385937,-21.381205805165777,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,15.8 secs,NA,NA,POINT(165.26142441385937 -21.381205805165777),NA,NA,NA,Perte,NA,0,18,74,6,6,6,Non Forêt,NA,Loss,2008,2021
2,25,761454643,165.26142441385937,-21.381205805165777,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,218.9 secs,Pléiade_2021_TC,NA,POINT(165.26142441385937 -21.381205805165777),NA,NA,NA,Perte,NA,0,18,74,6,6,6,Non Forêt,NA,Loss,2008,2021
3,33,761454644,165.3508955473114,-21.401367394337683,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,9.4 secs,Pléiade_2021_TC,NA,POINT(165.3508955473114 -21.401367394337683),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,33,761454644,165.3508955473114,-21.401367394337683,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,20.0 secs,Pléiade_2021_TC,NA,POINT(165.3508955473114 -21.401367394337683),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,33,761454644,165.3508955473114,-21.401367394337683,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,19.6 secs,Pléiade_2021_TC,NA,POINT(165.3508955473114 -21.401367394337683),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,34,761454645,165.3508955473114,-21.4010979,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,9.4 secs,Pléiade_2021_TC,NA,POINT(165.3508955473114 -21.401097899999996),NA,NA,NA,Stable,NA,0,0,96,1,2,2,Non Forêt,NA,StableNF,2008,2021
3,34,761454645,165.3508955473114,-21.4010979,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,20.0 secs,Pléiade_2021_TC,NA,POINT(165.3508955473114 -21.401097899999996),NA,NA,NA,Stable,NA,0,0,96,1,2,2,Non Forêt,NA,StableNF,2008,2021
3,34,761454645,165.3508955473114,-21.4010979,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,19.6 secs,Pléiade_2021_TC,NA,POINT(165.3508955473114 -21.401097899999996),NA,NA,NA,Stable,NA,0,0,96,1,2,2,Non Forêt,NA,StableNF,2008,2021
3,35,761454646,165.3508955473114,-21.400828405165527,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,9.4 secs,Pléiade_2021_TC,NA,POINT(165.3508955473114 -21.400828405165527),NA,NA,NA,Stable,NA,0,0,62,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,35,761454646,165.3508955473114,-21.400828405165527,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,20.0 secs,Pléiade_2021_TC,NA,POINT(165.3508955473114 -21.400828405165527),NA,NA,NA,Stable,NA,0,0,62,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,35,761454646,165.3508955473114,-21.400828405165527,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,19.6 secs,Pléiade_2021_TC,NA,POINT(165.3508955473114 -21.400828405165527),NA,NA,NA,Stable,NA,0,0,62,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,36,761454647,165.35118499999996,-21.401367394337683,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,9.4 secs,Pléiade_2021_TC,NA,POINT(165.35118499999996 -21.401367394337683),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,36,761454647,165.35118499999996,-21.401367394337683,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,20.0 secs,Pléiade_2021_TC,NA,POINT(165.35118499999996 -21.401367394337683),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,36,761454647,165.35118499999996,-21.401367394337683,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,19.6 secs,Pléiade_2021_TC,NA,POINT(165.35118499999996 -21.401367394337683),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,37,761454648,165.35118499999996,-21.4010979,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,9.4 secs,Pléiade_2021_TC,NA,POINT(165.35118499999996 -21.401097899999996),NA,NA,NA,Stable,NA,0,12,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,37,761454648,165.35118499999996,-21.4010979,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,20.0 secs,Pléiade_2021_TC,NA,POINT(165.35118499999996 -21.401097899999996),NA,NA,NA,Stable,NA,0,12,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,37,761454648,165.35118499999996,-21.4010979,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,19.6 secs,Pléiade_2021_TC,NA,POINT(165.35118499999996 -21.401097899999996),NA,NA,NA,Stable,NA,0,12,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,38,761454649,165.35118499999996,-21.400828405165527,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,9.4 secs,Pléiade_2021_TC,NA,POINT(165.35118499999996 -21.400828405165527),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,38,761454649,165.35118499999996,-21.400828405165527,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,20.0 secs,Pléiade_2021_TC,NA,POINT(165.35118499999996 -21.400828405165527),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,38,761454649,165.35118499999996,-21.400828405165527,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,19.6 secs,Pléiade_2021_TC,NA,POINT(165.35118499999996 -21.400828405165527),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,39,761454650,165.35147445268854,-21.401367394337683,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,9.4 secs,Pléiade_2021_TC,NA,POINT(165.35147445268854 -21.401367394337683),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,39,761454650,165.35147445268854,-21.401367394337683,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,20.0 secs,Pléiade_2021_TC,NA,POINT(165.35147445268854 -21.401367394337683),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,39,761454650,165.35147445268854,-21.401367394337683,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,19.6 secs,Pléiade_2021_TC,NA,POINT(165.35147445268854 -21.401367394337683),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,40,761454651,165.35147445268854,-21.4010979,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,9.4 secs,Pléiade_2021_TC,NA,POINT(165.35147445268854 -21.401097899999996),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,40,761454651,165.35147445268854,-21.4010979,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,20.0 secs,Pléiade_2021_TC,NA,POINT(165.35147445268854 -21.401097899999996),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,40,761454651,165.35147445268854,-21.4010979,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,19.6 secs,Pléiade_2021_TC,NA,POINT(165.35147445268854 -21.401097899999996),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,41,761454652,165.35147445268854,-21.400828405165527,stagiaire@oeil.nc,FALSE,27/08/2024 05:31:00,9.4 secs,Pléiade_2021_TC,NA,POINT(165.35147445268854 -21.400828405165527),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,41,761454652,165.35147445268854,-21.400828405165527,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,20.0 secs,Pléiade_2021_TC,NA,POINT(165.35147445268854 -21.400828405165527),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
3,41,761454652,165.35147445268854,-21.400828405165527,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:13:00,19.6 secs,Pléiade_2021_TC,NA,POINT(165.35147445268854 -21.400828405165527),NA,NA,NA,Stable,NA,0,0,97,1,1,1,Non Forêt,NA,StableNF,2008,2021
4,49,761454653,165.21545852055064,-21.414878094337524,stagiaire@oeil.nc,FALSE,27/08/2024 05:38:00,424.2 secs,Pléiade_2021_TC,NA,POINT(165.21545852055064 -21.414878094337524),NA,NA,NA,Perte,NA,0,0,45,6,6,6,Non Forêt,NA,Loss,2008,2021
4,49,761454653,165.21545852055064,-21.414878094337524,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,18.0 secs,Pléiade_2021_TC,NA,POINT(165.21545852055064 -21.414878094337524),NA,NA,NA,Perte,NA,0,0,45,6,6,6,Non Forêt,NA,Loss,2008,2021
4,49,761454653,165.21545852055064,-21.414878094337524,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:17:00,216.1 secs,Pléiade_2021_TC,NA,POINT(165.21545852055064 -21.414878094337524),NA,NA,NA,Stable,NA,0,0,45,6,6,6,Non Forêt,NA,StableNF,2008,2021
4,50,761454654,165.21545852055064,-21.414608600000008,stagiaire@oeil.nc,FALSE,27/08/2024 05:38:00,424.2 secs,Pléiade_2021_TC,NA,POINT(165.21545852055064 -21.414608600000008),NA,NA,NA,Perte,NA,0,0,45,6,6,6,Non Forêt,NA,Loss,2008,2021
4,50,761454654,165.21545852055064,-21.414608600000008,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,18.0 secs,Pléiade_2021_TC,NA,POINT(165.21545852055064 -21.414608600000008),NA,NA,NA,Perte,NA,0,0,45,6,6,6,Non Forêt,NA,Loss,2008,2021
4,50,761454654,165.21545852055064,-21.414608600000008,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:17:00,216.1 secs,Pléiade_2021_TC,NA,POINT(165.21545852055064 -21.414608600000008),NA,NA,NA,Stable,NA,0,0,45,6,6,6,Non Forêt,NA,StableNF,2008,2021
4,51,761454655,165.21545852055064,-21.414339105165368,stagiaire@oeil.nc,FALSE,27/08/2024 05:38:00,424.2 secs,Pléiade_2021_TC,NA,POINT(165.21545852055064 -21.414339105165368),NA,NA,NA,Perte,NA,0,0,45,6,6,6,Non Forêt,NA,Loss,2008,2021
4,51,761454655,165.21545852055064,-21.414339105165368,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,18.0 secs,Pléiade_2021_TC,NA,POINT(165.21545852055064 -21.414339105165368),NA,NA,NA,Perte,NA,0,0,45,6,6,6,Non Forêt,NA,Loss,2008,2021
4,51,761454655,165.21545852055064,-21.414339105165368,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:17:00,216.1 secs,Pléiade_2021_TC,NA,POINT(165.21545852055064 -21.414339105165368),NA,NA,NA,Stable,NA,0,0,45,6,6,6,Non Forêt,NA,StableNF,2008,2021
4,52,761454656,165.215748,-21.414878094337524,stagiaire@oeil.nc,FALSE,27/08/2024 05:38:00,424.2 secs,Pléiade_2021_TC,NA,POINT(165.215748 -21.414878094337524),NA,NA,NA,Perte,NA,0,0,51,6,6,6,Non Forêt,NA,Loss,2008,2021
4,52,761454656,165.215748,-21.414878094337524,adrien.bertaud@oeil.nc,FALSE,27/08/2024 21:41:00,18.0 secs,Pléiade_2021_TC,NA,POINT(165.215748 -21.414878094337524),NA,NA,NA,Perte,NA,0,0,51,6,6,6,Non Forêt,NA,Loss,2008,2021
4,52,761454656,165.215748,-21.414878094337524,oriane.bruyere@oeil.nc,FALSE,27/08/2024 22:17:00,216.1 secs,Pléiade_2021_TC,NA,POINT(165.215748 -21.414878094337524),NA,NA,NA,Perte,NA,0,0,51,6,6,6,Non Forêt,NA,Loss,2008,2021
