plotid,sampleid,sample_internal_id,lon,lat,email,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,imagery_used,sample_geom,confidence,confidence_comment,pl_source,fcc2008,Commentaire,fcc2000,gfc_ gain,gfc_ lossyear,gfc_ treecover2000,tmf_ac_ Dec2000,tmf_ac_ Dec2021,tmf_ac_ Dec2008,fcc2021,fcc_p1,fcc_p2
1,5,750583104,165.979313,-21.62897599999999,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-527.0 secs,Othophoto_2010,NA,NA,POINT(165.979313 -21.628975999999994),NA,NA,NA,Non Forêt,Commentaire,Non interprétable,0,0,81,1,1,1,NA,NA,NA
1,5,750583104,165.979313,-21.62897599999999,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-527.0 secs,Othophoto_2010,NA,NA,POINT(165.979313 -21.628975999999994),NA,NA,NA,Non Forêt,Commentaire,Non interprétable,0,0,81,1,1,1,NA,NA,NA
1,6,750583105,165.979313,-21.628706505162583,adrien.bertaud@oeil.nc,FALSE,2024-04-19T10:04:00Z,90.4 secs,Othophoto_2010,NA,NA,POINT(165.979313 -21.628706505162583),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,78,1,1,1,NA,NA,NA
1,6,750583105,165.979313,-21.628706505162583,adrien.bertaud@oeil.nc,FALSE,2024-04-19T10:04:00Z,90.4 secs,Othophoto_2010,NA,NA,POINT(165.979313 -21.628706505162583),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,78,1,1,1,NA,NA,NA
1,6,750583105,165.979313,-21.628706505162583,adrien.bertaud@oeil.nc,FALSE,2024-04-19T10:04:00Z,90.4 secs,Othophoto_2010,NA,NA,POINT(165.979313 -21.628706505162583),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,78,1,1,1,NA,NA,NA
1,7,750583106,165.9796029068711,-21.629245494334754,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-527.0 secs,Othophoto_2010,NA,NA,POINT(165.97960290687107 -21.629245494334754),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,82,1,2,2,NA,NA,NA
1,7,750583106,165.9796029068711,-21.629245494334754,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-527.0 secs,Othophoto_2010,NA,NA,POINT(165.97960290687107 -21.629245494334754),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,82,1,2,2,NA,NA,NA
1,7,750583106,165.9796029068711,-21.629245494334754,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-527.0 secs,Othophoto_2010,NA,NA,POINT(165.97960290687107 -21.629245494334754),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,82,1,2,2,NA,NA,NA
1,8,750583107,165.9796029068711,-21.62897599999999,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-527.0 secs,Othophoto_2010,NA,NA,POINT(165.97960290687107 -21.628975999999994),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,11,70,1,2,2,NA,NA,NA
1,8,750583107,165.9796029068711,-21.62897599999999,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-527.0 secs,Othophoto_2010,NA,NA,POINT(165.97960290687107 -21.628975999999994),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,11,70,1,2,2,NA,NA,NA
1,8,750583107,165.9796029068711,-21.62897599999999,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-527.0 secs,Othophoto_2010,NA,NA,POINT(165.97960290687107 -21.628975999999994),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,11,70,1,2,2,NA,NA,NA
1,9,750583108,165.9796029068711,-21.628706505162583,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-527.0 secs,Othophoto_2010,NA,NA,POINT(165.97960290687107 -21.628706505162583),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,81,1,1,1,NA,NA,NA
1,9,750583108,165.9796029068711,-21.628706505162583,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-527.0 secs,Othophoto_2010,NA,NA,POINT(165.97960290687107 -21.628706505162583),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,81,1,1,1,NA,NA,NA
1,9,750583108,165.9796029068711,-21.628706505162583,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-527.0 secs,Othophoto_2010,NA,NA,POINT(165.97960290687107 -21.628706505162583),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,81,1,1,1,NA,NA,NA
2,17,750583109,165.96551405869798,-21.646398494334548,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-615.2 secs,Othophoto_2010,NA,NA,POINT(165.96551405869798 -21.646398494334548),NA,NA,NA,Non Forêt,Commentaire,Non interprétable,0,0,54,1,1,1,NA,NA,NA
2,17,750583109,165.96551405869798,-21.646398494334548,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-615.2 secs,Othophoto_2010,NA,NA,POINT(165.96551405869798 -21.646398494334548),NA,NA,NA,Non Forêt,Commentaire,Non interprétable,0,0,54,1,1,1,NA,NA,NA
2,17,750583109,165.96551405869798,-21.646398494334548,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-615.2 secs,Othophoto_2010,NA,NA,POINT(165.96551405869798 -21.646398494334548),NA,NA,NA,Non Forêt,Commentaire,Non interprétable,0,0,54,1,1,1,NA,NA,NA
2,18,750583110,165.96551405869798,-21.646129,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96551405869798 -21.646129000000002),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,90,1,1,1,NA,NA,NA
2,18,750583110,165.96551405869798,-21.646129,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96551405869798 -21.646129000000002),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,90,1,1,1,NA,NA,NA
2,18,750583110,165.96551405869798,-21.646129,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96551405869798 -21.646129000000002),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,90,1,1,1,NA,NA,NA
2,19,750583111,165.96551405869798,-21.64585950516239,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96551405869798 -21.64585950516239),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,90,1,1,1,NA,NA,NA
2,19,750583111,165.96551405869798,-21.64585950516239,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96551405869798 -21.64585950516239),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,90,1,1,1,NA,NA,NA
2,19,750583111,165.96551405869798,-21.64585950516239,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96551405869798 -21.64585950516239),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,90,1,1,1,NA,NA,NA
2,20,750583112,165.96580400000002,-21.646398494334548,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96580400000002 -21.646398494334548),NA,NA,NA,Non Forêt,Commentaire,Non interprétable,0,0,54,1,1,1,NA,NA,NA
2,20,750583112,165.96580400000002,-21.646398494334548,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96580400000002 -21.646398494334548),NA,NA,NA,Non Forêt,Commentaire,Non interprétable,0,0,54,1,1,1,NA,NA,NA
2,20,750583112,165.96580400000002,-21.646398494334548,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96580400000002 -21.646398494334548),NA,NA,NA,Non Forêt,Commentaire,Non interprétable,0,0,54,1,1,1,NA,NA,NA
2,21,750583113,165.96580400000002,-21.646129,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96580400000002 -21.646129000000002),NA,NA,NA,Non Forêt,Commentaire,Non interprétable,0,0,90,1,1,1,NA,NA,NA
2,21,750583113,165.96580400000002,-21.646129,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96580400000002 -21.646129000000002),NA,NA,NA,Non Forêt,Commentaire,Non interprétable,0,0,90,1,1,1,NA,NA,NA
2,21,750583113,165.96580400000002,-21.646129,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96580400000002 -21.646129000000002),NA,NA,NA,Non Forêt,Commentaire,Non interprétable,0,0,90,1,1,1,NA,NA,NA
2,22,750583114,165.96580400000002,-21.64585950516239,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96580400000002 -21.64585950516239),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,90,1,1,1,NA,NA,NA
2,22,750583114,165.96580400000002,-21.64585950516239,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96580400000002 -21.64585950516239),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,90,1,1,1,NA,NA,NA
2,22,750583114,165.96580400000002,-21.64585950516239,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96580400000002 -21.64585950516239),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,90,1,1,1,NA,NA,NA
2,23,750583115,165.96609394130203,-21.646398494334548,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-615.2 secs,Othophoto_2010,NA,NA,POINT(165.96609394130203 -21.646398494334548),NA,NA,NA,Non Forêt,Commentaire,Non interprétable,0,0,86,1,1,1,NA,NA,NA
2,23,750583115,165.96609394130203,-21.646398494334548,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-615.2 secs,Othophoto_2010,NA,NA,POINT(165.96609394130203 -21.646398494334548),NA,NA,NA,Non Forêt,Commentaire,Non interprétable,0,0,86,1,1,1,NA,NA,NA
2,23,750583115,165.96609394130203,-21.646398494334548,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-615.2 secs,Othophoto_2010,NA,NA,POINT(165.96609394130203 -21.646398494334548),NA,NA,NA,Non Forêt,Commentaire,Non interprétable,0,0,86,1,1,1,NA,NA,NA
2,24,750583116,165.96609394130203,-21.646129,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-615.2 secs,Othophoto_2010,NA,NA,POINT(165.96609394130203 -21.646129000000002),NA,NA,NA,Non Forêt,Commentaire,Non interprétable,0,0,90,1,1,1,NA,NA,NA
2,24,750583116,165.96609394130203,-21.646129,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-615.2 secs,Othophoto_2010,NA,NA,POINT(165.96609394130203 -21.646129000000002),NA,NA,NA,Non Forêt,Commentaire,Non interprétable,0,0,90,1,1,1,NA,NA,NA
2,24,750583116,165.96609394130203,-21.646129,stagiaire@oeil.nc,FALSE,2024-04-18T04:19:00Z,-615.2 secs,Othophoto_2010,NA,NA,POINT(165.96609394130203 -21.646129000000002),NA,NA,NA,Non Forêt,Commentaire,Non interprétable,0,0,90,1,1,1,NA,NA,NA
2,25,750583117,165.96609394130203,-21.64585950516239,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96609394130203 -21.64585950516239),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,95,6,4,6,NA,NA,NA
2,25,750583117,165.96609394130203,-21.64585950516239,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96609394130203 -21.64585950516239),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,95,6,4,6,NA,NA,NA
2,25,750583117,165.96609394130203,-21.64585950516239,oriane.bruyere@oeil.nc,FALSE,2024-04-22T21:30:00Z,14.8 secs,NA,NA,NA,POINT(165.96609394130203 -21.64585950516239),NA,NA,NA,Forêt,Commentaire,Non interprétable,0,0,95,6,4,6,NA,NA,NA
3,33,750583118,166.0003220525802,-21.649444494334503,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.0003220525802 -21.649444494334503),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,67,1,1,1,NA,stableF,NA
3,33,750583118,166.0003220525802,-21.649444494334503,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.0003220525802 -21.649444494334503),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,67,1,1,1,NA,stableF,NA
3,33,750583118,166.0003220525802,-21.649444494334503,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.0003220525802 -21.649444494334503),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,67,1,1,1,NA,stableF,NA
3,34,750583119,166.0003220525802,-21.649175,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.0003220525802 -21.649175),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,67,1,1,1,NA,stableF,NA
3,34,750583119,166.0003220525802,-21.649175,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.0003220525802 -21.649175),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,67,1,1,1,NA,stableF,NA
3,34,750583119,166.0003220525802,-21.649175,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.0003220525802 -21.649175),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,67,1,1,1,NA,stableF,NA
3,35,750583120,166.0003220525802,-21.64890550516236,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.0003220525802 -21.64890550516236),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,67,1,1,1,NA,stableF,NA
3,35,750583120,166.0003220525802,-21.64890550516236,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.0003220525802 -21.64890550516236),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,67,1,1,1,NA,stableF,NA
3,35,750583120,166.0003220525802,-21.64890550516236,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.0003220525802 -21.64890550516236),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,67,1,1,1,NA,stableF,NA
3,36,750583121,166.000612,-21.649444494334503,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.000612 -21.649444494334503),NA,NA,NA,Forêt,Commentaire,Non Forêt,0,0,0,6,6,6,NA,gain,NA
3,36,750583121,166.000612,-21.649444494334503,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.000612 -21.649444494334503),NA,NA,NA,Forêt,Commentaire,Non Forêt,0,0,0,6,6,6,NA,gain,NA
3,36,750583121,166.000612,-21.649444494334503,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.000612 -21.649444494334503),NA,NA,NA,Forêt,Commentaire,Non Forêt,0,0,0,6,6,6,NA,gain,NA
3,37,750583122,166.000612,-21.649175,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.000612 -21.649175),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,0,1,2,2,NA,stableF,NA
3,37,750583122,166.000612,-21.649175,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.000612 -21.649175),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,0,1,2,2,NA,stableF,NA
3,37,750583122,166.000612,-21.649175,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.000612 -21.649175),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,0,1,2,2,NA,stableF,NA
3,38,750583123,166.000612,-21.64890550516236,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.000612 -21.64890550516236),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,0,1,1,1,NA,stableF,NA
3,38,750583123,166.000612,-21.64890550516236,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.000612 -21.64890550516236),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,0,1,1,1,NA,stableF,NA
3,38,750583123,166.000612,-21.64890550516236,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.000612 -21.64890550516236),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,0,1,1,1,NA,stableF,NA
3,39,750583124,166.00090194741975,-21.649444494334503,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.00090194741975 -21.649444494334503),NA,NA,NA,Forêt,Commentaire,Non Forêt,0,0,0,6,6,6,NA,gain,NA
3,39,750583124,166.00090194741975,-21.649444494334503,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.00090194741975 -21.649444494334503),NA,NA,NA,Forêt,Commentaire,Non Forêt,0,0,0,6,6,6,NA,gain,NA
3,39,750583124,166.00090194741975,-21.649444494334503,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.00090194741975 -21.649444494334503),NA,NA,NA,Forêt,Commentaire,Non Forêt,0,0,0,6,6,6,NA,gain,NA
3,40,750583125,166.00090194741975,-21.649175,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.00090194741975 -21.649175),NA,NA,NA,Forêt,Commentaire,Non Forêt,0,0,0,6,6,6,NA,gain,NA
3,40,750583125,166.00090194741975,-21.649175,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.00090194741975 -21.649175),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,0,6,6,6,NA,stableF,NA
3,40,750583125,166.00090194741975,-21.649175,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.00090194741975 -21.649175),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,0,6,6,6,NA,stableF,NA
3,41,750583126,166.00090194741975,-21.64890550516236,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.00090194741975 -21.64890550516236),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,0,1,1,1,NA,stableF,NA
3,41,750583126,166.00090194741975,-21.64890550516236,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.00090194741975 -21.64890550516236),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,0,1,1,1,NA,stableF,NA
3,41,750583126,166.00090194741975,-21.64890550516236,oriane.bruyere@oeil.nc,FALSE,2024-04-18T03:28:00Z,6.6 secs,Othophoto_2010,NA,NA,POINT(166.00090194741975 -21.64890550516236),NA,NA,NA,Forêt,Commentaire,Forêt,0,0,0,1,1,1,NA,stableF,NA
4,49,750583127,165.97832904088196,-21.65526749433444,stagiaire@oeil.nc,FALSE,2024-04-18T04:21:00Z,-616.3 secs,Othophoto_2010,NA,NA,POINT(165.97832904088196 -21.65526749433444),NA,NA,NA,Non Forêt,Commentaire,Forêt,0,0,82,1,1,1,NA,loss,NA
4,49,750583127,165.97832904088196,-21.65526749433444,stagiaire@oeil.nc,FALSE,2024-04-18T04:21:00Z,-616.3 secs,Othophoto_2010,NA,NA,POINT(165.97832904088196 -21.65526749433444),NA,NA,NA,Non Forêt,Commentaire,Forêt,0,0,82,1,1,1,NA,loss,NA
4,49,750583127,165.97832904088196,-21.65526749433444,stagiaire@oeil.nc,FALSE,2024-04-18T04:21:00Z,-616.3 secs,Othophoto_2010,NA,NA,POINT(165.97832904088196 -21.65526749433444),NA,NA,NA,Non Forêt,Commentaire,Forêt,0,0,82,1,1,1,NA,loss,NA
4,50,750583128,165.97832904088196,-21.65499800000001,stagiaire@oeil.nc,FALSE,2024-04-18T04:21:00Z,-616.3 secs,Othophoto_2010,NA,NA,POINT(165.97832904088196 -21.654998000000006),NA,NA,NA,Non Forêt,Commentaire,Forêt,0,0,82,1,1,1,NA,loss,NA
4,50,750583128,165.97832904088196,-21.65499800000001,stagiaire@oeil.nc,FALSE,2024-04-18T04:21:00Z,-616.3 secs,Othophoto_2010,NA,NA,POINT(165.97832904088196 -21.654998000000006),NA,NA,NA,Non Forêt,Commentaire,Forêt,0,0,82,1,1,1,NA,loss,NA
4,50,750583128,165.97832904088196,-21.65499800000001,stagiaire@oeil.nc,FALSE,2024-04-18T04:21:00Z,-616.3 secs,Othophoto_2010,NA,NA,POINT(165.97832904088196 -21.654998000000006),NA,NA,NA,Non Forêt,Commentaire,Forêt,0,0,82,1,1,1,NA,loss,NA
4,51,750583129,165.97832904088196,-21.65472850516228,stagiaire@oeil.nc,FALSE,2024-04-18T04:21:00Z,-616.3 secs,Othophoto_2010,NA,NA,POINT(165.97832904088196 -21.654728505162282),NA,NA,NA,Non Forêt,Commentaire,Forêt,0,0,97,1,1,1,NA,loss,NA
4,51,750583129,165.97832904088196,-21.65472850516228,stagiaire@oeil.nc,FALSE,2024-04-18T04:21:00Z,-616.3 secs,Othophoto_2010,NA,NA,POINT(165.97832904088196 -21.654728505162282),NA,NA,NA,Non Forêt,Commentaire,Forêt,0,0,97,1,1,1,NA,loss,NA
4,51,750583129,165.97832904088196,-21.65472850516228,stagiaire@oeil.nc,FALSE,2024-04-18T04:21:00Z,-616.3 secs,Othophoto_2010,NA,NA,POINT(165.97832904088196 -21.654728505162282),NA,NA,NA,Non Forêt,Commentaire,Forêt,0,0,97,1,1,1,NA,loss,NA
4,52,750583130,165.978619,-21.65526749433444,stagiaire@oeil.nc,FALSE,2024-04-18T04:21:00Z,-616.3 secs,Othophoto_2010,NA,NA,POINT(165.978619 -21.65526749433444),NA,NA,NA,Non Forêt,Commentaire,Forêt,0,0,97,1,2,1,NA,loss,NA
