plotid,sampleid,sample_internal_id,lon,lat,email,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,imagery_used,sample_geom,confidence,confidence_comment,pl_source,Classification,Commentaire
55,869,744203834,165.84205,-21.801287000000002,stagiaire@oeil.nc,false,2024-04-03 02:53,-612.0 secs,Orthophotos_2000,,,POINT(165.84205 -21.801287000000002),,,,Non Forêt,Commentaire
55,870,744203835,165.84205,-21.801017505160402,stagiaire@oeil.nc,false,2024-04-03 02:53,-612.0 secs,Orthophotos_2000,,,POINT(165.84205 -21.801017505160402),,,,Non Forêt,Commentaire
55,871,744203836,165.84234025430308,-21.801556494332573,stagiaire@oeil.nc,false,2024-04-03 02:53,-612.0 secs,Orthophotos_2000,,,POINT(165.84234025430308 -21.801556494332573),,,,Non Forêt,Commentaire
55,872,744203837,165.84234025430308,-21.801287000000002,stagiaire@oeil.nc,false,2024-04-03 02:53,-612.0 secs,Orthophotos_2000,,,POINT(165.84234025430308 -21.801287000000002),,,,Non Forêt,Commentaire
55,873,744203838,165.84234025430308,-21.801017505160402,stagiaire@oeil.nc,false,2024-04-03 02:53,-612.0 secs,Orthophotos_2000,,,POINT(165.84234025430308 -21.801017505160402),,,,Non Forêt,Commentaire
55,865,744203830,165.84175974569695,-21.801556494332573,adrien.bertaud@oeil.nc,false,2024-04-16 06:18,164.6 secs,Orthophotos_2000,,,POINT(165.84175974569695 -21.801556494332573),,,,Non Forêt,Commentaire
55,866,744203831,165.84175974569695,-21.801287000000002,adrien.bertaud@oeil.nc,false,2024-04-16 06:18,164.6 secs,Orthophotos_2000,,,POINT(165.84175974569695 -21.801287000000002),,,,Non Forêt,Commentaire
55,867,744203832,165.84175974569695,-21.801017505160402,adrien.bertaud@oeil.nc,false,2024-04-16 06:18,164.6 secs,Orthophotos_2000,,,POINT(165.84175974569695 -21.801017505160402),,,,Non Forêt,Commentaire
55,868,744203833,165.84205,-21.801556494332573,adrien.bertaud@oeil.nc,false,2024-04-16 06:18,164.6 secs,Orthophotos_2000,,,POINT(165.84205 -21.801556494332573),,,,Non Forêt,Commentaire
55,869,744203834,165.84205,-21.801287000000002,adrien.bertaud@oeil.nc,false,2024-04-16 06:18,164.6 secs,Orthophotos_2000,,,POINT(165.84205 -21.801287000000002),,,,Non Forêt,Commentaire
55,870,744203835,165.84205,-21.801017505160402,adrien.bertaud@oeil.nc,false,2024-04-16 06:18,164.6 secs,Orthophotos_2000,,,POINT(165.84205 -21.801017505160402),,,,Non Forêt,Commentaire
55,871,744203836,165.84234025430308,-21.801556494332573,adrien.bertaud@oeil.nc,false,2024-04-16 06:18,164.6 secs,Orthophotos_2000,,,POINT(165.84234025430308 -21.801556494332573),,,,Non Forêt,Commentaire
55,872,744203837,165.84234025430308,-21.801287000000002,adrien.bertaud@oeil.nc,false,2024-04-16 06:18,164.6 secs,Orthophotos_2000,,,POINT(165.84234025430308 -21.801287000000002),,,,Non Forêt,Commentaire
55,873,744203838,165.84234025430308,-21.801017505160402,adrien.bertaud@oeil.nc,false,2024-04-16 06:18,164.6 secs,Orthophotos_2000,,,POINT(165.84234025430308 -21.801017505160402),,,,Non Forêt,Commentaire
56,881,744203839,165.8272607417048,-21.803526494332544,stagiaire@oeil.nc,false,2024-04-03 02:54,-607.4 secs,Orthophotos_2000,,,POINT(165.8272607417048 -21.803526494332544),,,,Non Forêt,Commentaire
56,882,744203840,165.8272607417048,-21.803256999999988,stagiaire@oeil.nc,false,2024-04-03 02:54,-607.4 secs,Orthophotos_2000,,,POINT(165.8272607417048 -21.803256999999988),,,,Non Forêt,Commentaire
56,883,744203841,165.8272607417048,-21.802987505160374,stagiaire@oeil.nc,false,2024-04-03 02:54,-607.4 secs,Orthophotos_2000,,,POINT(165.8272607417048 -21.802987505160374),,,,Non Forêt,Commentaire
56,884,744203842,165.827551,-21.803526494332544,stagiaire@oeil.nc,false,2024-04-03 02:54,-607.4 secs,Orthophotos_2000,,,POINT(165.827551 -21.803526494332544),,,,Non Forêt,Commentaire
56,885,744203843,165.827551,-21.803256999999988,stagiaire@oeil.nc,false,2024-04-03 02:54,-607.4 secs,Orthophotos_2000,,,POINT(165.827551 -21.803256999999988),,,,Non Forêt,Commentaire
56,886,744203844,165.827551,-21.802987505160374,stagiaire@oeil.nc,false,2024-04-03 02:54,-607.4 secs,Orthophotos_2000,,,POINT(165.827551 -21.802987505160374),,,,Non Forêt,Commentaire
56,887,744203845,165.8278412582952,-21.803526494332544,stagiaire@oeil.nc,false,2024-04-03 02:54,-607.4 secs,Orthophotos_2000,,,POINT(165.8278412582952 -21.803526494332544),,,,Non Forêt,Commentaire
56,888,744203846,165.8278412582952,-21.803256999999988,stagiaire@oeil.nc,false,2024-04-03 02:54,-607.4 secs,Orthophotos_2000,,,POINT(165.8278412582952 -21.803256999999988),,,,Non Forêt,Commentaire
56,889,744203847,165.8278412582952,-21.802987505160374,stagiaire@oeil.nc,false,2024-04-03 02:54,-607.4 secs,Orthophotos_2000,,,POINT(165.8278412582952 -21.802987505160374),,,,Non Forêt,Commentaire
56,881,744203839,165.8272607417048,-21.803526494332544,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,271.8 secs,Orthophotos_2000,,,POINT(165.8272607417048 -21.803526494332544),,,,Non Forêt,Commentaire
56,882,744203840,165.8272607417048,-21.803256999999988,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,271.8 secs,Orthophotos_2000,,,POINT(165.8272607417048 -21.803256999999988),,,,Non Forêt,Commentaire
56,883,744203841,165.8272607417048,-21.802987505160374,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,271.8 secs,Orthophotos_2000,,,POINT(165.8272607417048 -21.802987505160374),,,,Non Forêt,Commentaire
56,884,744203842,165.827551,-21.803526494332544,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,271.8 secs,Orthophotos_2000,,,POINT(165.827551 -21.803526494332544),,,,Non Forêt,Commentaire
56,885,744203843,165.827551,-21.803256999999988,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,271.8 secs,Orthophotos_2000,,,POINT(165.827551 -21.803256999999988),,,,Non Forêt,Commentaire
56,886,744203844,165.827551,-21.802987505160374,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,271.8 secs,Orthophotos_2000,,,POINT(165.827551 -21.802987505160374),,,,Non Forêt,Commentaire
56,887,744203845,165.8278412582952,-21.803526494332544,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,271.8 secs,Orthophotos_2000,,,POINT(165.8278412582952 -21.803526494332544),,,,Non Forêt,Commentaire
56,888,744203846,165.8278412582952,-21.803256999999988,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,271.8 secs,Orthophotos_2000,,,POINT(165.8278412582952 -21.803256999999988),,,,Non Forêt,Commentaire
56,889,744203847,165.8278412582952,-21.802987505160374,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,271.8 secs,Orthophotos_2000,,,POINT(165.8278412582952 -21.802987505160374),,,,Non Forêt,Commentaire
57,897,744203848,165.90997973929106,-21.80471749433252,stagiaire@oeil.nc,false,2024-04-03 02:56,-496.8 secs,Orthophotos_2000,,,POINT(165.90997973929106 -21.80471749433252),,,,Forêt,Commentaire
57,898,744203849,165.90997973929106,-21.804447999999994,stagiaire@oeil.nc,false,2024-04-03 02:56,-496.8 secs,Orthophotos_2000,,,POINT(165.90997973929106 -21.804447999999994),,,,Non Forêt,Commentaire
57,899,744203850,165.90997973929106,-21.804178505160365,stagiaire@oeil.nc,false,2024-04-03 02:56,-496.8 secs,Orthophotos_2000,,,POINT(165.90997973929106 -21.804178505160365),,,,Forêt,Commentaire
57,900,744203851,165.91027,-21.80471749433252,stagiaire@oeil.nc,false,2024-04-03 02:56,-496.8 secs,Orthophotos_2000,,,POINT(165.91027 -21.80471749433252),,,,Non Forêt,Commentaire
57,901,744203852,165.91027,-21.804447999999994,stagiaire@oeil.nc,false,2024-04-03 02:56,-496.8 secs,Orthophotos_2000,,,POINT(165.91027 -21.804447999999994),,,,Forêt,Commentaire
57,902,744203853,165.91027,-21.804178505160365,stagiaire@oeil.nc,false,2024-04-03 02:56,-496.8 secs,Orthophotos_2000,,,POINT(165.91027 -21.804178505160365),,,,Forêt,Commentaire
57,903,744203854,165.9105602607089,-21.80471749433252,stagiaire@oeil.nc,false,2024-04-03 02:56,-496.8 secs,Orthophotos_2000,,,POINT(165.9105602607089 -21.80471749433252),,,,Non Forêt,Commentaire
57,904,744203855,165.9105602607089,-21.804447999999994,stagiaire@oeil.nc,false,2024-04-03 02:56,-496.8 secs,Orthophotos_2000,,,POINT(165.9105602607089 -21.804447999999994),,,,Non Forêt,Commentaire
57,905,744203856,165.9105602607089,-21.804178505160365,stagiaire@oeil.nc,false,2024-04-03 02:56,-496.8 secs,Orthophotos_2000,,,POINT(165.9105602607089 -21.804178505160365),,,,Forêt,Commentaire
57,897,744203848,165.90997973929106,-21.80471749433252,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,181.5 secs,Orthophotos_2000,,,POINT(165.90997973929106 -21.80471749433252),,,,Forêt,Commentaire
57,898,744203849,165.90997973929106,-21.804447999999994,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,181.5 secs,Orthophotos_2000,,,POINT(165.90997973929106 -21.804447999999994),,,,Non Forêt,Commentaire
57,899,744203850,165.90997973929106,-21.804178505160365,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,181.5 secs,Orthophotos_2000,,,POINT(165.90997973929106 -21.804178505160365),,,,Non Forêt,Commentaire
57,900,744203851,165.91027,-21.80471749433252,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,181.5 secs,Orthophotos_2000,,,POINT(165.91027 -21.80471749433252),,,,Non Forêt,Commentaire
57,901,744203852,165.91027,-21.804447999999994,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,181.5 secs,Orthophotos_2000,,,POINT(165.91027 -21.804447999999994),,,,Forêt,Commentaire
57,902,744203853,165.91027,-21.804178505160365,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,181.5 secs,Orthophotos_2000,,,POINT(165.91027 -21.804178505160365),,,,Non Forêt,Commentaire
57,903,744203854,165.9105602607089,-21.80471749433252,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,181.5 secs,Orthophotos_2000,,,POINT(165.9105602607089 -21.80471749433252),,,,Non Forêt,Commentaire
57,904,744203855,165.9105602607089,-21.804447999999994,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,181.5 secs,Orthophotos_2000,,,POINT(165.9105602607089 -21.804447999999994),,,,Forêt,Commentaire
57,905,744203856,165.9105602607089,-21.804178505160365,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,181.5 secs,Orthophotos_2000,,,POINT(165.9105602607089 -21.804178505160365),,,,Forêt,Commentaire
58,913,744203857,165.86502972781398,-21.81037949433245,stagiaire@oeil.nc,false,2024-04-03 02:56,-609.4 secs,Orthophotos_2000,,,POINT(165.86502972781398 -21.81037949433245),,,,Non Forêt,Commentaire
58,914,744203858,165.86502972781398,-21.81011000000001,stagiaire@oeil.nc,false,2024-04-03 02:56,-609.4 secs,Orthophotos_2000,,,POINT(165.86502972781398 -21.81011000000001),,,,Non Forêt,Commentaire
58,915,744203859,165.86502972781398,-21.809840505160295,stagiaire@oeil.nc,false,2024-04-03 02:56,-609.4 secs,Orthophotos_2000,,,POINT(165.86502972781398 -21.809840505160295),,,,Non Forêt,Commentaire
58,916,744203860,165.86532,-21.81037949433245,stagiaire@oeil.nc,false,2024-04-03 02:56,-609.4 secs,Orthophotos_2000,,,POINT(165.86532 -21.81037949433245),,,,Non Forêt,Commentaire
58,917,744203861,165.86532,-21.81011000000001,stagiaire@oeil.nc,false,2024-04-03 02:56,-609.4 secs,Orthophotos_2000,,,POINT(165.86532 -21.81011000000001),,,,Non Forêt,Commentaire
58,918,744203862,165.86532,-21.809840505160295,stagiaire@oeil.nc,false,2024-04-03 02:56,-609.4 secs,Orthophotos_2000,,,POINT(165.86532 -21.809840505160295),,,,Non Forêt,Commentaire
58,919,744203863,165.86561027218605,-21.81037949433245,stagiaire@oeil.nc,false,2024-04-03 02:56,-609.4 secs,Orthophotos_2000,,,POINT(165.86561027218605 -21.81037949433245),,,,Non Forêt,Commentaire
58,920,744203864,165.86561027218605,-21.81011000000001,stagiaire@oeil.nc,false,2024-04-03 02:56,-609.4 secs,Orthophotos_2000,,,POINT(165.86561027218605 -21.81011000000001),,,,Non Forêt,Commentaire
58,921,744203865,165.86561027218605,-21.809840505160295,stagiaire@oeil.nc,false,2024-04-03 02:56,-609.4 secs,Orthophotos_2000,,,POINT(165.86561027218605 -21.809840505160295),,,,Non Forêt,Commentaire
58,913,744203857,165.86502972781398,-21.81037949433245,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,164.1 secs,Orthophotos_2000,,,POINT(165.86502972781398 -21.81037949433245),,,,Non Forêt,Commentaire
58,914,744203858,165.86502972781398,-21.81011000000001,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,164.1 secs,Orthophotos_2000,,,POINT(165.86502972781398 -21.81011000000001),,,,Non Forêt,Commentaire
58,915,744203859,165.86502972781398,-21.809840505160295,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,164.1 secs,Orthophotos_2000,,,POINT(165.86502972781398 -21.809840505160295),,,,Non Forêt,Commentaire
58,916,744203860,165.86532,-21.81037949433245,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,164.1 secs,Orthophotos_2000,,,POINT(165.86532 -21.81037949433245),,,,Non Forêt,Commentaire
58,917,744203861,165.86532,-21.81011000000001,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,164.1 secs,Orthophotos_2000,,,POINT(165.86532 -21.81011000000001),,,,Non Forêt,Commentaire
58,918,744203862,165.86532,-21.809840505160295,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,164.1 secs,Orthophotos_2000,,,POINT(165.86532 -21.809840505160295),,,,Non Forêt,Commentaire
58,919,744203863,165.86561027218605,-21.81037949433245,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,164.1 secs,Orthophotos_2000,,,POINT(165.86561027218605 -21.81037949433245),,,,Non Forêt,Commentaire
58,920,744203864,165.86561027218605,-21.81011000000001,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,164.1 secs,Orthophotos_2000,,,POINT(165.86561027218605 -21.81011000000001),,,,Non Forêt,Commentaire
58,921,744203865,165.86561027218605,-21.809840505160295,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,164.1 secs,Orthophotos_2000,,,POINT(165.86561027218605 -21.809840505160295),,,,Non Forêt,Commentaire
59,929,744203866,166.00695972504852,-21.811743494332433,stagiaire@oeil.nc,false,2024-04-03 02:56,-612.9 secs,Orthophotos_2000,,,POINT(166.00695972504852 -21.811743494332433),,,,Forêt,Commentaire
59,930,744203867,166.00695972504852,-21.811474000000004,stagiaire@oeil.nc,false,2024-04-03 02:56,-612.9 secs,Orthophotos_2000,,,POINT(166.00695972504852 -21.811474000000004),,,,Forêt,Commentaire
59,931,744203868,166.00695972504852,-21.811204505160305,stagiaire@oeil.nc,false,2024-04-03 02:56,-612.9 secs,Orthophotos_2000,,,POINT(166.00695972504852 -21.811204505160305),,,,Forêt,Commentaire
59,932,744203869,166.00725000000003,-21.811743494332433,stagiaire@oeil.nc,false,2024-04-03 02:56,-612.9 secs,Orthophotos_2000,,,POINT(166.00725000000003 -21.811743494332433),,,,Forêt,Commentaire
59,933,744203870,166.00725000000003,-21.811474000000004,stagiaire@oeil.nc,false,2024-04-03 02:56,-612.9 secs,Orthophotos_2000,,,POINT(166.00725000000003 -21.811474000000004),,,,Forêt,Commentaire
59,934,744203871,166.00725000000003,-21.811204505160305,stagiaire@oeil.nc,false,2024-04-03 02:56,-612.9 secs,Orthophotos_2000,,,POINT(166.00725000000003 -21.811204505160305),,,,Forêt,Commentaire
59,935,744203872,166.00754027495148,-21.811743494332433,stagiaire@oeil.nc,false,2024-04-03 02:56,-612.9 secs,Orthophotos_2000,,,POINT(166.00754027495148 -21.811743494332433),,,,Forêt,Commentaire
59,936,744203873,166.00754027495148,-21.811474000000004,stagiaire@oeil.nc,false,2024-04-03 02:56,-612.9 secs,Orthophotos_2000,,,POINT(166.00754027495148 -21.811474000000004),,,,Forêt,Commentaire
59,937,744203874,166.00754027495148,-21.811204505160305,stagiaire@oeil.nc,false,2024-04-03 02:56,-612.9 secs,Orthophotos_2000,,,POINT(166.00754027495148 -21.811204505160305),,,,Forêt,Commentaire
59,929,744203866,166.00695972504852,-21.811743494332433,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,163.7 secs,Orthophotos_2000,,,POINT(166.00695972504852 -21.811743494332433),,,,Non Forêt,Commentaire
59,930,744203867,166.00695972504852,-21.811474000000004,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,163.7 secs,Orthophotos_2000,,,POINT(166.00695972504852 -21.811474000000004),,,,Non Forêt,Commentaire
59,931,744203868,166.00695972504852,-21.811204505160305,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,163.7 secs,Orthophotos_2000,,,POINT(166.00695972504852 -21.811204505160305),,,,Non Forêt,Commentaire
59,932,744203869,166.00725000000003,-21.811743494332433,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,163.7 secs,Orthophotos_2000,,,POINT(166.00725000000003 -21.811743494332433),,,,Non Forêt,Commentaire
59,933,744203870,166.00725000000003,-21.811474000000004,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,163.7 secs,Orthophotos_2000,,,POINT(166.00725000000003 -21.811474000000004),,,,Non Forêt,Commentaire
59,934,744203871,166.00725000000003,-21.811204505160305,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,163.7 secs,Orthophotos_2000,,,POINT(166.00725000000003 -21.811204505160305),,,,Non Forêt,Commentaire
59,935,744203872,166.00754027495148,-21.811743494332433,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,163.7 secs,Orthophotos_2000,,,POINT(166.00754027495148 -21.811743494332433),,,,Non Forêt,Commentaire
59,936,744203873,166.00754027495148,-21.811474000000004,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,163.7 secs,Orthophotos_2000,,,POINT(166.00754027495148 -21.811474000000004),,,,Non Forêt,Commentaire
59,937,744203874,166.00754027495148,-21.811204505160305,adrien.bertaud@oeil.nc,false,2024-04-16 06:20,163.7 secs,Orthophotos_2000,,,POINT(166.00754027495148 -21.811204505160305),,,,Non Forêt,Commentaire
60,945,744203875,165.87114072238424,-21.813057494332412,stagiaire@oeil.nc,false,2024-04-03 02:58,-514.6 secs,Orthophotos_2000,,,POINT(165.87114072238424 -21.813057494332412),,,,Non Forêt,Commentaire
60,946,744203876,165.87114072238424,-21.812787999999998,stagiaire@oeil.nc,false,2024-04-03 02:58,-514.6 secs,Orthophotos_2000,,,POINT(165.87114072238424 -21.812787999999998),,,,Forêt,Commentaire
60,947,744203877,165.87114072238424,-21.81251850516024,stagiaire@oeil.nc,false,2024-04-03 02:58,-514.6 secs,Orthophotos_2000,,,POINT(165.87114072238424 -21.81251850516024),,,,Non Forêt,Commentaire
60,948,744203878,165.871431,-21.813057494332412,stagiaire@oeil.nc,false,2024-04-03 02:58,-514.6 secs,Orthophotos_2000,,,POINT(165.871431 -21.813057494332412),,,,Non Forêt,Commentaire
60,949,744203879,165.871431,-21.812787999999998,stagiaire@oeil.nc,false,2024-04-03 02:58,-514.6 secs,Orthophotos_2000,,,POINT(165.871431 -21.812787999999998),,,,Non Forêt,Commentaire
60,950,744203880,165.871431,-21.81251850516024,stagiaire@oeil.nc,false,2024-04-03 02:58,-514.6 secs,Orthophotos_2000,,,POINT(165.871431 -21.81251850516024),,,,Forêt,Commentaire
60,951,744203881,165.8717212776158,-21.813057494332412,stagiaire@oeil.nc,false,2024-04-03 02:58,-514.6 secs,Orthophotos_2000,,,POINT(165.8717212776158 -21.813057494332412),,,,Non Forêt,Commentaire
60,952,744203882,165.8717212776158,-21.812787999999998,stagiaire@oeil.nc,false,2024-04-03 02:58,-514.6 secs,Orthophotos_2000,,,POINT(165.8717212776158 -21.812787999999998),,,,Non Forêt,Commentaire
60,953,744203883,165.8717212776158,-21.81251850516024,stagiaire@oeil.nc,false,2024-04-03 02:58,-514.6 secs,Orthophotos_2000,,,POINT(165.8717212776158 -21.81251850516024),,,,Non Forêt,Commentaire
60,945,744203875,165.87114072238424,-21.813057494332412,adrien.bertaud@oeil.nc,false,2024-04-16 06:21,166.2 secs,Orthophotos_2000,,,POINT(165.87114072238424 -21.813057494332412),,,,Non Forêt,Commentaire
60,946,744203876,165.87114072238424,-21.812787999999998,adrien.bertaud@oeil.nc,false,2024-04-16 06:21,166.2 secs,Orthophotos_2000,,,POINT(165.87114072238424 -21.812787999999998),,,,Non Forêt,Commentaire
60,947,744203877,165.87114072238424,-21.81251850516024,adrien.bertaud@oeil.nc,false,2024-04-16 06:21,166.2 secs,Orthophotos_2000,,,POINT(165.87114072238424 -21.81251850516024),,,,Non Forêt,Commentaire
60,948,744203878,165.871431,-21.813057494332412,adrien.bertaud@oeil.nc,false,2024-04-16 06:21,166.2 secs,Orthophotos_2000,,,POINT(165.871431 -21.813057494332412),,,,Non Forêt,Commentaire
60,949,744203879,165.871431,-21.812787999999998,adrien.bertaud@oeil.nc,false,2024-04-16 06:21,166.2 secs,Orthophotos_2000,,,POINT(165.871431 -21.812787999999998),,,,Non Forêt,Commentaire
60,950,744203880,165.871431,-21.81251850516024,adrien.bertaud@oeil.nc,false,2024-04-16 06:21,166.2 secs,Orthophotos_2000,,,POINT(165.871431 -21.81251850516024),,,,Non Forêt,Commentaire
60,951,744203881,165.8717212776158,-21.813057494332412,adrien.bertaud@oeil.nc,false,2024-04-16 06:21,166.2 secs,Orthophotos_2000,,,POINT(165.8717212776158 -21.813057494332412),,,,Non Forêt,Commentaire
60,952,744203882,165.8717212776158,-21.812787999999998,adrien.bertaud@oeil.nc,false,2024-04-16 06:21,166.2 secs,Orthophotos_2000,,,POINT(165.8717212776158 -21.812787999999998),,,,Non Forêt,Commentaire
60,953,744203883,165.8717212776158,-21.81251850516024,adrien.bertaud@oeil.nc,false,2024-04-16 06:21,166.2 secs,Orthophotos_2000,,,POINT(165.8717212776158 -21.81251850516024),,,,Non Forêt,Commentaire
61,961,744203884,165.84474171825764,-21.81509249433239,stagiaire@oeil.nc,false,2024-04-03 02:58,-613.0 secs,Orthophotos_2000,,,POINT(165.84474171825764 -21.81509249433239),,,,Non Forêt,Commentaire
61,962,744203885,165.84474171825764,-21.814823000000004,stagiaire@oeil.nc,false,2024-04-03 02:58,-613.0 secs,Orthophotos_2000,,,POINT(165.84474171825764 -21.814823000000004),,,,Non Forêt,Commentaire
61,963,744203886,165.84474171825764,-21.814553505160234,stagiaire@oeil.nc,false,2024-04-03 02:58,-613.0 secs,Orthophotos_2000,,,POINT(165.84474171825764 -21.814553505160234),,,,Non Forêt,Commentaire
